Entity,crop,total_yield_per_crop,total_yield_per_country,global_yield,pct_yield_share
Argentina,sunflower_yield,1.87,124.08,12893.35,0.0096
Argentina,rice_yield,6.9,124.08,12893.35,0.0096
Paraguay,rapeseed_yield,1.14,123.08,12893.35,0.0095
Paraguay,rice_yield,6.3,123.08,12893.35,0.0095
Paraguay,oilpalm_yield,9.46,123.08,12893.35,0.0095
Paraguay,potato_yield,14.48,123.08,12893.35,0.0095
Paraguay,cotton_yield,2.0,123.08,12893.35,0.0095
Paraguay,maize_yield,5.0,123.08,12893.35,0.0095
Paraguay,soybean_yield,3.0,123.08,12893.35,0.0095
Paraguay,sugarcane_yield,56.0,123.08,12893.35,0.0095
Paraguay,groundnut_yield,1.04,123.08,12893.35,0.0095
Paraguay,sorghum_yield,3.48,123.08,12893.35,0.0095
Paraguay,wheat_yield,1.68,123.08,12893.35,0.0095
Paraguay,sunflower_yield,1.5,123.08,12893.35,0.0095
Paraguay,cassava_yield,18.0,123.08,12893.35,0.0095
Hungary,rice_yield,3.96,122.15,12893.35,0.0095
Hungary,sorghum_yield,3.54,122.15,12893.35,0.0095
Hungary,rye_yield,3.26,122.15,12893.35,0.0095
Hungary,soybean_yield,2.83,122.15,12893.35,0.0095
Hungary,barley_yield,4.67,122.15,12893.35,0.0095
Hungary,sugarbeet_yield,59.3,122.15,12893.35,0.0095
Hungary,rapeseed_yield,2.97,122.15,12893.35,0.0095
Hungary,sunflower_yield,2.03,122.15,12893.35,0.0095
Hungary,potato_yield,24.69,122.15,12893.35,0.0095
Hungary,maize_yield,8.44,122.15,12893.35,0.0095
Hungary,wheat_yield,5.1,122.15,12893.35,0.0095
Hungary,millet_yield,1.36,122.15,12893.35,0.0095
Mali,potato_yield,21.73,120.98,12893.35,0.0094
Mali,sugarcane_yield,72.46,120.98,12893.35,0.0094
Mali,rice_yield,3.27,120.98,12893.35,0.0094
Mali,groundnut_yield,0.95,120.98,12893.35,0.0094
Mali,cotton_yield,1.16,120.98,12893.35,0.0094
Mali,maize_yield,3.21,120.98,12893.35,0.0094
Mali,millet_yield,0.85,120.98,12893.35,0.0094
Mali,soybean_yield,0.48,120.98,12893.35,0.0094
Mali,cassava_yield,15.78,120.98,12893.35,0.0094
Mali,sorghum_yield,1.09,120.98,12893.35,0.0094
Egypt,sugarcane_yield,111.33,119.81,12893.35,0.0093
Egypt,barley_yield,1.61,119.81,12893.35,0.0093
Egypt,wheat_yield,4.65,119.81,12893.35,0.0093
Egypt,cotton_yield,2.22,119.81,12893.35,0.0093
United Kingdom,rye_yield,3.02,119.63,12893.35,0.0093
United Kingdom,potato_yield,35.91,119.63,12893.35,0.0093
United Kingdom,sugarbeet_yield,63.78,119.63,12893.35,0.0093
United Kingdom,rapeseed_yield,3.45,119.63,12893.35,0.0093
United Kingdom,barley_yield,5.72,119.63,12893.35,0.0093
United Kingdom,wheat_yield,7.75,119.63,12893.35,0.0093
Indonesia,rice_yield,5.19,117.89,12893.35,0.0091
Indonesia,cassava_yield,18.51,117.89,12893.35,0.0091
Indonesia,potato_yield,18.71,117.89,12893.35,0.0091
Indonesia,cotton_yield,0.08,117.89,12893.35,0.0091
Indonesia,sugarcane_yield,52.19,117.89,12893.35,0.0091
Indonesia,oilpalm_yield,17.01,117.89,12893.35,0.0091
Indonesia,groundnut_yield,1.29,117.89,12893.35,0.0091
Indonesia,maize_yield,3.59,117.89,12893.35,0.0091
Indonesia,soybean_yield,1.32,117.89,12893.35,0.0091
Canada,barley_yield,3.37,115.78,12893.35,0.009
Canada,wheat_yield,2.81,115.78,12893.35,0.009
Canada,soybean_yield,2.86,115.78,12893.35,0.009
Canada,potato_yield,39.34,115.78,12893.35,0.009
Canada,sunflower_yield,1.85,115.78,12893.35,0.009
Canada,sugarbeet_yield,51.22,115.78,12893.35,0.009
Canada,maize_yield,9.69,115.78,12893.35,0.009
Canada,rye_yield,2.99,115.78,12893.35,0.009
Canada,rapeseed_yield,1.65,115.78,12893.35,0.009
Vietnam,cotton_yield,0.55,114.51,12893.35,0.0089
Slovakia,rye_yield,3.36,114.51,12893.35,0.0089
Vietnam,soybean_yield,1.52,114.51,12893.35,0.0089
Slovakia,maize_yield,8.47,114.51,12893.35,0.0089
Slovakia,sugarbeet_yield,59.88,114.51,12893.35,0.0089
Vietnam,cassava_yield,16.89,114.51,12893.35,0.0089
Slovakia,wheat_yield,4.78,114.51,12893.35,0.0089
Vietnam,rice_yield,5.53,114.51,12893.35,0.0089
Slovakia,rapeseed_yield,3.11,114.51,12893.35,0.0089
Slovakia,potato_yield,21.9,114.51,12893.35,0.0089
Slovakia,millet_yield,1.55,114.51,12893.35,0.0089
Slovakia,sunflower_yield,2.22,114.51,12893.35,0.0089
Vietnam,groundnut_yield,2.41,114.51,12893.35,0.0089
Vietnam,sugarcane_yield,66.6,114.51,12893.35,0.0089
Slovakia,barley_yield,3.92,114.51,12893.35,0.0089
Vietnam,maize_yield,4.2,114.51,12893.35,0.0089
Vietnam,potato_yield,15.25,114.51,12893.35,0.0089
Vietnam,millet_yield,1.56,114.51,12893.35,0.0089
Slovakia,soybean_yield,2.31,114.51,12893.35,0.0089
Slovakia,sorghum_yield,3.01,114.51,12893.35,0.0089
Zimbabwe,cassava_yield,4.77,114.44,12893.35,0.0089
Zimbabwe,groundnut_yield,0.27,114.44,12893.35,0.0089
Zimbabwe,cotton_yield,0.56,114.44,12893.35,0.0089
Zimbabwe,millet_yield,0.17,114.44,12893.35,0.0089
Zimbabwe,potato_yield,17.11,114.44,12893.35,0.0089
Zimbabwe,rice_yield,2.26,114.44,12893.35,0.0089
Zimbabwe,sorghum_yield,0.42,114.44,12893.35,0.0089
Zimbabwe,sugarcane_yield,81.03,114.44,12893.35,0.0089
Zimbabwe,barley_yield,2.79,114.44,12893.35,0.0089
Zimbabwe,sunflower_yield,0.95,114.44,12893.35,0.0089
Zimbabwe,soybean_yield,1.5,114.44,12893.35,0.0089
Zimbabwe,wheat_yield,2.0,114.44,12893.35,0.0089
Zimbabwe,maize_yield,0.61,114.44,12893.35,0.0089
Kenya,sorghum_yield,0.9,112.92,12893.35,0.0088
Kenya,cassava_yield,15.36,112.92,12893.35,0.0088
Kenya,groundnut_yield,2.14,112.92,12893.35,0.0088
Kenya,millet_yield,0.72,112.92,12893.35,0.0088
Kenya,potato_yield,8.61,112.92,12893.35,0.0088
Kenya,sunflower_yield,0.94,112.92,12893.35,0.0088
Kenya,wheat_yield,2.53,112.92,12893.35,0.0088
Kenya,barley_yield,3.14,112.92,12893.35,0.0088
Kenya,cotton_yield,0.44,112.92,12893.35,0.0088
Kenya,rice_yield,4.25,112.92,12893.35,0.0088
Kenya,maize_yield,1.87,112.92,12893.35,0.0088
Kenya,sugarcane_yield,72.02,112.92,12893.35,0.0088
Ireland,sugarbeet_yield,56.55,111.77,12893.35,0.0087
Ireland,rye_yield,3.4,111.77,12893.35,0.0087
Ireland,wheat_yield,8.5,111.77,12893.35,0.0087
Ireland,barley_yield,6.61,111.77,12893.35,0.0087
Ireland,potato_yield,33.29,111.77,12893.35,0.0087
Ireland,rapeseed_yield,3.42,111.77,12893.35,0.0087
Croatia,maize_yield,9.12,110.75,12893.35,0.0086
Croatia,sugarbeet_yield,55.2,110.75,12893.35,0.0086
Croatia,sunflower_yield,2.41,110.75,12893.35,0.0086
Croatia,rapeseed_yield,2.83,110.75,12893.35,0.0086
Croatia,millet_yield,2.01,110.75,12893.35,0.0086
Croatia,soybean_yield,3.18,110.75,12893.35,0.0086
Croatia,potato_yield,19.66,110.75,12893.35,0.0086
Croatia,sorghum_yield,3.33,110.75,12893.35,0.0086
Croatia,wheat_yield,5.38,110.75,12893.35,0.0086
Croatia,barley_yield,4.46,110.75,12893.35,0.0086
Croatia,rye_yield,3.17,110.75,12893.35,0.0086
Denmark,barley_yield,4.38,110.55,12893.35,0.0086
Denmark,rye_yield,5.2,110.55,12893.35,0.0086
Denmark,potato_yield,33.73,110.55,12893.35,0.0086
Denmark,wheat_yield,6.23,110.55,12893.35,0.0086
Denmark,sugarbeet_yield,57.58,110.55,12893.35,0.0086
Denmark,rapeseed_yield,3.43,110.55,12893.35,0.0086
Myanmar,millet_yield,1.02,107.97,12893.35,0.0084
Myanmar,wheat_yield,1.81,107.97,12893.35,0.0084
Myanmar,maize_yield,3.84,107.97,12893.35,0.0084
Myanmar,rice_yield,3.79,107.97,12893.35,0.0084
Myanmar,cotton_yield,1.85,107.97,12893.35,0.0084
Myanmar,sugarcane_yield,63.62,107.97,12893.35,0.0084
Myanmar,sunflower_yield,0.94,107.97,12893.35,0.0084
Myanmar,potato_yield,15.31,107.97,12893.35,0.0084
Myanmar,groundnut_yield,1.55,107.97,12893.35,0.0084
Myanmar,cassava_yield,12.04,107.97,12893.35,0.0084
Myanmar,sorghum_yield,1.01,107.97,12893.35,0.0084
Myanmar,soybean_yield,1.19,107.97,12893.35,0.0084
Czechia,rapeseed_yield,3.43,107.38,12893.35,0.0083
Czechia,sunflower_yield,2.14,107.38,12893.35,0.0083
Czechia,sugarbeet_yield,53.59,107.38,12893.35,0.0083
Czechia,potato_yield,25.5,107.38,12893.35,0.0083
Czechia,wheat_yield,5.39,107.38,12893.35,0.0083
Czechia,barley_yield,4.95,107.38,12893.35,0.0083
Czechia,rye_yield,4.74,107.38,12893.35,0.0083
Czechia,soybean_yield,1.66,107.38,12893.35,0.0083
Czechia,maize_yield,5.98,107.38,12893.35,0.0083
Burkina Faso,millet_yield,0.85,106.07,12893.35,0.0082
Burkina Faso,rice_yield,0.95,106.07,12893.35,0.0082
Burkina Faso,cassava_yield,1.09,106.07,12893.35,0.0082
Burkina Faso,cotton_yield,1.02,106.07,12893.35,0.0082
Burkina Faso,maize_yield,1.67,106.07,12893.35,0.0082
Burkina Faso,sugarcane_yield,95.65,106.07,12893.35,0.0082
Burkina Faso,potato_yield,1.88,106.07,12893.35,0.0082
Burkina Faso,soybean_yield,1.11,106.07,12893.35,0.0082
Burkina Faso,sorghum_yield,1.01,106.07,12893.35,0.0082
Burkina Faso,groundnut_yield,0.84,106.07,12893.35,0.0082
Cote d'Ivoire,cassava_yield,6.18,104.85,12893.35,0.0081
Cote d'Ivoire,soybean_yield,1.48,104.85,12893.35,0.0081
Cote d'Ivoire,sugarcane_yield,82.07,104.85,12893.35,0.0081
Cote d'Ivoire,oilpalm_yield,6.44,104.85,12893.35,0.0081
Cote d'Ivoire,maize_yield,2.13,104.85,12893.35,0.0081
Cote d'Ivoire,millet_yield,0.83,104.85,12893.35,0.0081
Cote d'Ivoire,rice_yield,2.72,104.85,12893.35,0.0081
Cote d'Ivoire,sorghum_yield,0.71,104.85,12893.35,0.0081
Cote d'Ivoire,cotton_yield,0.85,104.85,12893.35,0.0081
Cote d'Ivoire,groundnut_yield,1.44,104.85,12893.35,0.0081
Ukraine,millet_yield,1.47,103.06,12893.35,0.008
Ukraine,rye_yield,2.65,103.06,12893.35,0.008
Ukraine,barley_yield,2.96,103.06,12893.35,0.008
Ukraine,sunflower_yield,1.56,103.06,12893.35,0.008
Ukraine,potato_yield,17.05,103.06,12893.35,0.008
Ukraine,sorghum_yield,4.24,103.06,12893.35,0.008
Ukraine,maize_yield,7.84,103.06,12893.35,0.008
Ukraine,rice_yield,5.49,103.06,12893.35,0.008
Ukraine,soybean_yield,2.58,103.06,12893.35,0.008
Ukraine,wheat_yield,3.72,103.06,12893.35,0.008
Ukraine,rapeseed_yield,2.65,103.06,12893.35,0.008
Ukraine,sugarbeet_yield,50.85,103.06,12893.35,0.008
Mozambique,groundnut_yield,0.26,102.41,12893.35,0.0079
Mozambique,maize_yield,0.91,102.41,12893.35,0.0079
Mozambique,sugarcane_yield,74.1,102.41,12893.35,0.0079
Mozambique,millet_yield,0.45,102.41,12893.35,0.0079
Mozambique,cassava_yield,8.06,102.41,12893.35,0.0079
Mozambique,sorghum_yield,0.49,102.41,12893.35,0.0079
Mozambique,cotton_yield,0.52,102.41,12893.35,0.0079
Mozambique,sunflower_yield,0.7,102.41,12893.35,0.0079
Mozambique,potato_yield,15.17,102.41,12893.35,0.0079
Mozambique,wheat_yield,1.16,102.41,12893.35,0.0079
Mozambique,rice_yield,0.59,102.41,12893.35,0.0079
Philippines,potato_yield,15.51,101.97,12893.35,0.0079
Philippines,cotton_yield,0.35,101.97,12893.35,0.0079
Philippines,soybean_yield,1.34,101.97,12893.35,0.0079
Philippines,sugarcane_yield,56.53,101.97,12893.35,0.0079
Philippines,oilpalm_yield,7.99,101.97,12893.35,0.0079
Philippines,groundnut_yield,1.23,101.97,12893.35,0.0079
Philippines,rice_yield,3.97,101.97,12893.35,0.0079
Philippines,cassava_yield,11.96,101.97,12893.35,0.0079
Philippines,maize_yield,3.09,101.97,12893.35,0.0079
Uruguay,maize_yield,7.38,101.76,12893.35,0.0079
Uruguay,sorghum_yield,2.64,101.76,12893.35,0.0079
Uruguay,rapeseed_yield,1.65,101.76,12893.35,0.0079
Uruguay,sugarcane_yield,54.8,101.76,12893.35,0.0079
Uruguay,groundnut_yield,0.54,101.76,12893.35,0.0079
Uruguay,soybean_yield,1.21,101.76,12893.35,0.0079
Uruguay,rice_yield,7.29,101.76,12893.35,0.0079
Uruguay,potato_yield,20.88,101.76,12893.35,0.0079
Uruguay,wheat_yield,2.37,101.76,12893.35,0.0079
Uruguay,barley_yield,3.0,101.76,12893.35,0.0079
Sudan,rice_yield,3.49,98.85,12893.35,0.0077
Sudan,millet_yield,0.71,98.85,12893.35,0.0077
Sudan,cotton_yield,1.46,98.85,12893.35,0.0077
Sudan,sugarcane_yield,74.14,98.85,12893.35,0.0077
Sudan,wheat_yield,2.63,98.85,12893.35,0.0077
Sudan,maize_yield,1.27,98.85,12893.35,0.0077
Sudan,potato_yield,12.45,98.85,12893.35,0.0077
Sudan,sunflower_yield,1.06,98.85,12893.35,0.0077
Sudan,sorghum_yield,0.7,98.85,12893.35,0.0077
Sudan,groundnut_yield,0.94,98.85,12893.35,0.0077
Poland,sugarbeet_yield,50.88,97.85,12893.35,0.0076
Poland,maize_yield,5.99,97.85,12893.35,0.0076
Poland,potato_yield,25.14,97.85,12893.35,0.0076
Poland,rapeseed_yield,2.64,97.85,12893.35,0.0076
Poland,wheat_yield,4.06,97.85,12893.35,0.0076
Poland,barley_yield,3.12,97.85,12893.35,0.0076
Poland,sunflower_yield,1.71,97.85,12893.35,0.0076
Poland,soybean_yield,1.89,97.85,12893.35,0.0076
Poland,rye_yield,2.42,97.85,12893.35,0.0076
Kyrgyzstan,rice_yield,3.59,95.78,12893.35,0.0074
Kyrgyzstan,sugarbeet_yield,47.54,95.78,12893.35,0.0074
Kyrgyzstan,groundnut_yield,2.0,95.78,12893.35,0.0074
Kyrgyzstan,millet_yield,1.99,95.78,12893.35,0.0074
Kyrgyzstan,soybean_yield,1.77,95.78,12893.35,0.0074
Kyrgyzstan,cotton_yield,2.96,95.78,12893.35,0.0074
Kyrgyzstan,potato_yield,17.13,95.78,12893.35,0.0074
Kyrgyzstan,maize_yield,6.59,95.78,12893.35,0.0074
Kyrgyzstan,sunflower_yield,1.28,95.78,12893.35,0.0074
Kyrgyzstan,wheat_yield,2.43,95.78,12893.35,0.0074
Kyrgyzstan,rapeseed_yield,1.5,95.78,12893.35,0.0074
Kyrgyzstan,sorghum_yield,1.79,95.78,12893.35,0.0074
Kyrgyzstan,barley_yield,2.24,95.78,12893.35,0.0074
Kyrgyzstan,rye_yield,2.97,95.78,12893.35,0.0074
Burundi,rice_yield,1.27,95.33,12893.35,0.0074
Burundi,millet_yield,1.13,95.33,12893.35,0.0074
Burundi,soybean_yield,0.52,95.33,12893.35,0.0074
Burundi,potato_yield,11.17,95.33,12893.35,0.0074
Burundi,cassava_yield,8.07,95.33,12893.35,0.0074
Burundi,sugarcane_yield,58.37,95.33,12893.35,0.0074
Burundi,sorghum_yield,0.67,95.33,12893.35,0.0074
Burundi,cotton_yield,0.68,95.33,12893.35,0.0074
Burundi,wheat_yield,1.41,95.33,12893.35,0.0074
Burundi,groundnut_yield,0.64,95.33,12893.35,0.0074
Burundi,maize_yield,1.53,95.33,12893.35,0.0074
Burundi,oilpalm_yield,9.87,95.33,12893.35,0.0074
Niger,sugarcane_yield,38.09,94.49,12893.35,0.0073
Niger,potato_yield,22.69,94.49,12893.35,0.0073
Niger,millet_yield,0.55,94.49,12893.35,0.0073
Niger,maize_yield,1.46,94.49,12893.35,0.0073
Niger,rice_yield,3.39,94.49,12893.35,0.0073
Niger,sorghum_yield,0.54,94.49,12893.35,0.0073
Niger,groundnut_yield,0.65,94.49,12893.35,0.0073
Niger,cotton_yield,0.7,94.49,12893.35,0.0073
Niger,wheat_yield,2.96,94.49,12893.35,0.0073
Niger,cassava_yield,23.46,94.49,12893.35,0.0073
Romania,maize_yield,7.64,92.43,12893.35,0.0072
Romania,potato_yield,17.44,92.43,12893.35,0.0072
Romania,sunflower_yield,1.77,92.43,12893.35,0.0072
Romania,barley_yield,4.43,92.43,12893.35,0.0072
Romania,rapeseed_yield,2.42,92.43,12893.35,0.0072
Romania,sorghum_yield,4.34,92.43,12893.35,0.0072
Romania,soybean_yield,2.76,92.43,12893.35,0.0072
Romania,sugarbeet_yield,38.76,92.43,12893.35,0.0072
Romania,wheat_yield,4.8,92.43,12893.35,0.0072
Romania,rye_yield,2.82,92.43,12893.35,0.0072
Romania,rice_yield,5.25,92.43,12893.35,0.0072
Sweden,potato_yield,25.43,92.42,12893.35,0.0072
Sweden,rye_yield,4.16,92.42,12893.35,0.0072
Sweden,sugarbeet_yield,53.21,92.42,12893.35,0.0072
Sweden,barley_yield,3.03,92.42,12893.35,0.0072
Sweden,wheat_yield,4.35,92.42,12893.35,0.0072
Sweden,rapeseed_yield,2.24,92.42,12893.35,0.0072
Lebanon,sugarcane_yield,23.2,92.11,12893.35,0.0071
Lebanon,groundnut_yield,3.83,92.11,12893.35,0.0071
Lebanon,wheat_yield,3.37,92.11,12893.35,0.0071
Lebanon,maize_yield,3.79,92.11,12893.35,0.0071
Lebanon,potato_yield,25.26,92.11,12893.35,0.0071
Lebanon,sugarbeet_yield,28.12,92.11,12893.35,0.0071
Lebanon,barley_yield,2.48,92.11,12893.35,0.0071
Lebanon,sorghum_yield,2.06,92.11,12893.35,0.0071
Tanzania,barley_yield,1.64,90.84,12893.35,0.007
Tanzania,groundnut_yield,0.98,90.84,12893.35,0.007
Tanzania,cotton_yield,0.68,90.84,12893.35,0.007
Tanzania,maize_yield,1.46,90.84,12893.35,0.007
Tanzania,oilpalm_yield,13.7,90.84,12893.35,0.007
Tanzania,potato_yield,9.3,90.84,12893.35,0.007
Tanzania,wheat_yield,1.11,90.84,12893.35,0.007
Tanzania,sorghum_yield,1.02,90.84,12893.35,0.007
Tanzania,sugarcane_yield,49.67,90.84,12893.35,0.007
Tanzania,millet_yield,0.98,90.84,12893.35,0.007
Tanzania,rice_yield,2.51,90.84,12893.35,0.007
Tanzania,sunflower_yield,1.03,90.84,12893.35,0.007
Tanzania,cassava_yield,5.71,90.84,12893.35,0.007
Tanzania,soybean_yield,1.05,90.84,12893.35,0.007
Uganda,wheat_yield,1.54,89.82,12893.35,0.007
Uganda,groundnut_yield,0.52,89.82,12893.35,0.007
Uganda,sugarcane_yield,67.67,89.82,12893.35,0.007
Uganda,cotton_yield,1.37,89.82,12893.35,0.007
Uganda,maize_yield,2.62,89.82,12893.35,0.007
Uganda,rice_yield,2.81,89.82,12893.35,0.007
Uganda,sunflower_yield,0.98,89.82,12893.35,0.007
Uganda,soybean_yield,0.6,89.82,12893.35,0.007
Uganda,cassava_yield,5.33,89.82,12893.35,0.007
Uganda,potato_yield,4.29,89.82,12893.35,0.007
Uganda,millet_yield,1.42,89.82,12893.35,0.007
Uganda,sorghum_yield,0.67,89.82,12893.35,0.007
Tunisia,barley_yield,1.0,88.75,12893.35,0.0069
Tunisia,sorghum_yield,0.52,88.75,12893.35,0.0069
Tunisia,cotton_yield,0.6,88.75,12893.35,0.0069
Tunisia,rapeseed_yield,0.72,88.75,12893.35,0.0069
Tunisia,sugarbeet_yield,66.45,88.75,12893.35,0.0069
Tunisia,wheat_yield,1.77,88.75,12893.35,0.0069
Tunisia,sunflower_yield,0.79,88.75,12893.35,0.0069
Tunisia,potato_yield,16.9,88.75,12893.35,0.0069
Jamaica,maize_yield,1.15,88.46,12893.35,0.0069
Jamaica,potato_yield,14.42,88.46,12893.35,0.0069
Jamaica,cassava_yield,16.55,88.46,12893.35,0.0069
Jamaica,sugarcane_yield,55.29,88.46,12893.35,0.0069
Jamaica,groundnut_yield,1.05,88.46,12893.35,0.0069
Bolivia,rye_yield,0.79,87.78,12893.35,0.0068
Bolivia,soybean_yield,2.16,87.78,12893.35,0.0068
Bolivia,groundnut_yield,1.4,87.78,12893.35,0.0068
Bolivia,sunflower_yield,1.11,87.78,12893.35,0.0068
Bolivia,potato_yield,6.42,87.78,12893.35,0.0068
Bolivia,rice_yield,3.19,87.78,12893.35,0.0068
Bolivia,maize_yield,2.73,87.78,12893.35,0.0068
Bolivia,cotton_yield,0.93,87.78,12893.35,0.0068
Bolivia,cassava_yield,6.85,87.78,12893.35,0.0068
Bolivia,barley_yield,0.87,87.78,12893.35,0.0068
Bolivia,wheat_yield,1.51,87.78,12893.35,0.0068
Bolivia,sorghum_yield,2.64,87.78,12893.35,0.0068
Bolivia,sugarcane_yield,57.18,87.78,12893.35,0.0068
Albania,wheat_yield,3.69,87.14,12893.35,0.0068
Albania,potato_yield,26.17,87.14,12893.35,0.0068
Albania,soybean_yield,2.55,87.14,12893.35,0.0068
Albania,rye_yield,2.31,87.14,12893.35,0.0068
Albania,barley_yield,2.84,87.14,12893.35,0.0068
Albania,cotton_yield,1.11,87.14,12893.35,0.0068
Albania,sugarbeet_yield,39.15,87.14,12893.35,0.0068
Albania,maize_yield,7.23,87.14,12893.35,0.0068
Albania,sunflower_yield,2.09,87.14,12893.35,0.0068
Sri Lanka,soybean_yield,1.65,86.69,12893.35,0.0067
Sri Lanka,rice_yield,3.78,86.69,12893.35,0.0067
Sri Lanka,maize_yield,3.71,86.69,12893.35,0.0067
Sri Lanka,millet_yield,1.19,86.69,12893.35,0.0067
Sri Lanka,sugarcane_yield,40.99,86.69,12893.35,0.0067
Sri Lanka,potato_yield,17.18,86.69,12893.35,0.0067
Sri Lanka,groundnut_yield,1.75,86.69,12893.35,0.0067
Sri Lanka,sorghum_yield,1.99,86.69,12893.35,0.0067
Sri Lanka,cassava_yield,14.45,86.69,12893.35,0.0067
Belarus,barley_yield,2.2,84.63,12893.35,0.0066
Belarus,sunflower_yield,1.45,84.63,12893.35,0.0066
Belarus,rapeseed_yield,1.31,84.63,12893.35,0.0066
Belarus,wheat_yield,2.75,84.63,12893.35,0.0066
Belarus,potato_yield,20.77,84.63,12893.35,0.0066
Belarus,sugarbeet_yield,47.63,84.63,12893.35,0.0066
Belarus,maize_yield,6.52,84.63,12893.35,0.0066
Belarus,rye_yield,2.0,84.63,12893.35,0.0066
Malaysia,sugarcane_yield,36.28,82.98,12893.35,0.0064
Malaysia,oilpalm_yield,18.8,82.98,12893.35,0.0064
Malaysia,cassava_yield,18.42,82.98,12893.35,0.0064
Malaysia,rice_yield,4.08,82.98,12893.35,0.0064
Malaysia,maize_yield,3.43,82.98,12893.35,0.0064
Malaysia,groundnut_yield,1.97,82.98,12893.35,0.0064
Belize,maize_yield,3.88,80.55,12893.35,0.0062
Belize,cassava_yield,11.76,80.55,12893.35,0.0062
Belize,soybean_yield,1.84,80.55,12893.35,0.0062
Belize,rice_yield,4.75,80.55,12893.35,0.0062
Belize,sugarcane_yield,42.52,80.55,12893.35,0.0062
Belize,sorghum_yield,2.44,80.55,12893.35,0.0062
Belize,potato_yield,12.03,80.55,12893.35,0.0062
Belize,groundnut_yield,1.33,80.55,12893.35,0.0062
Russia,rye_yield,2.0,79.24,12893.35,0.0061
Russia,sunflower_yield,1.6,79.24,12893.35,0.0061
Russia,maize_yield,4.81,79.24,12893.35,0.0061
Russia,rice_yield,5.76,79.24,12893.35,0.0061
Russia,sorghum_yield,1.11,79.24,12893.35,0.0061
Russia,wheat_yield,2.73,79.24,12893.35,0.0061
Russia,soybean_yield,1.47,79.24,12893.35,0.0061
Russia,barley_yield,2.16,79.24,12893.35,0.0061
Russia,potato_yield,17.05,79.24,12893.35,0.0061
Russia,sugarbeet_yield,38.06,79.24,12893.35,0.0061
Russia,rapeseed_yield,1.33,79.24,12893.35,0.0061
Russia,millet_yield,1.16,79.24,12893.35,0.0061
Lithuania,barley_yield,2.74,78.14,12893.35,0.0061
Lithuania,wheat_yield,3.67,78.14,12893.35,0.0061
Lithuania,sugarbeet_yield,52.09,78.14,12893.35,0.0061
Lithuania,rye_yield,2.07,78.14,12893.35,0.0061
Lithuania,potato_yield,15.46,78.14,12893.35,0.0061
Lithuania,rapeseed_yield,2.11,78.14,12893.35,0.0061
Gabon,sugarcane_yield,61.7,77.69,12893.35,0.006
Gabon,cassava_yield,5.25,77.69,12893.35,0.006
Gabon,rice_yield,2.99,77.69,12893.35,0.006
Gabon,soybean_yield,0.87,77.69,12893.35,0.006
Gabon,maize_yield,1.57,77.69,12893.35,0.006
Gabon,oilpalm_yield,4.28,77.69,12893.35,0.006
Gabon,groundnut_yield,1.03,77.69,12893.35,0.006
Guyana,rice_yield,4.85,77.61,12893.35,0.006
Guyana,cassava_yield,10.78,77.61,12893.35,0.006
Guyana,groundnut_yield,1.95,77.61,12893.35,0.006
Guyana,sugarcane_yield,58.66,77.61,12893.35,0.006
Guyana,maize_yield,1.37,77.61,12893.35,0.006
Cuba,potato_yield,21.93,75.77,12893.35,0.0059
Cuba,cassava_yield,5.76,75.77,12893.35,0.0059
Cuba,rice_yield,3.45,75.77,12893.35,0.0059
Cuba,sorghum_yield,1.4,75.77,12893.35,0.0059
Cuba,maize_yield,2.39,75.77,12893.35,0.0059
Cuba,groundnut_yield,1.06,75.77,12893.35,0.0059
Cuba,sugarcane_yield,39.78,75.77,12893.35,0.0059
Bangladesh,cotton_yield,2.26,75.66,12893.35,0.0059
Bangladesh,rapeseed_yield,0.93,75.66,12893.35,0.0059
Bangladesh,sugarcane_yield,40.36,75.66,12893.35,0.0059
Bangladesh,maize_yield,3.62,75.66,12893.35,0.0059
Bangladesh,rice_yield,4.74,75.66,12893.35,0.0059
Bangladesh,groundnut_yield,1.76,75.66,12893.35,0.0059
Bangladesh,millet_yield,0.39,75.66,12893.35,0.0059
Bangladesh,sorghum_yield,1.19,75.66,12893.35,0.0059
Bangladesh,potato_yield,20.41,75.66,12893.35,0.0059
Angola,wheat_yield,1.09,75.03,12893.35,0.0058
Angola,oilpalm_yield,12.04,75.03,12893.35,0.0058
Angola,sorghum_yield,0.23,75.03,12893.35,0.0058
Angola,groundnut_yield,0.46,75.03,12893.35,0.0058
Angola,maize_yield,0.86,75.03,12893.35,0.0058
Angola,millet_yield,0.22,75.03,12893.35,0.0058
Angola,sugarcane_yield,39.18,75.03,12893.35,0.0058
Angola,sunflower_yield,0.71,75.03,12893.35,0.0058
Angola,rice_yield,0.72,75.03,12893.35,0.0058
Angola,cotton_yield,1.83,75.03,12893.35,0.0058
Angola,potato_yield,6.14,75.03,12893.35,0.0058
Angola,cassava_yield,11.11,75.03,12893.35,0.0058
Angola,soybean_yield,0.44,75.03,12893.35,0.0058
Azerbaijan,rice_yield,2.97,74.89,12893.35,0.0058
Azerbaijan,sorghum_yield,1.8,74.89,12893.35,0.0058
Azerbaijan,maize_yield,7.82,74.89,12893.35,0.0058
Azerbaijan,wheat_yield,2.94,74.89,12893.35,0.0058
Azerbaijan,cotton_yield,1.76,74.89,12893.35,0.0058
Azerbaijan,millet_yield,1.99,74.89,12893.35,0.0058
