Entity,crop,avg_ratio
Israel,millet,
Israel,sugarbeet,
Israel,cassava,
Israel,oilpalm,
Italy,soybean,0.98
Italy,sorghum,0.98
Italy,sunflower,0.98
Italy,maize,0.95
Italy,sugarbeet,0.86
Italy,rapeseed,0.85
Italy,potato,0.84
Italy,barley,0.8
Italy,rice,0.7
Italy,wheat,0.7
Italy,rye,0.51
Italy,groundnut,
Italy,sugarcane,
Italy,cassava,
Italy,cotton,
Italy,oilpalm,
Italy,millet,
Jamaica,cassava,1.0
Jamaica,potato,0.74
Jamaica,rice,0.63
Jamaica,sugarcane,0.63
Jamaica,groundnut,0.54
Jamaica,maize,0.31
Jamaica,millet,
Jamaica,sunflower,
Jamaica,wheat,
Jamaica,soybean,
Jamaica,barley,
Jamaica,sorghum,
Jamaica,oilpalm,
Jamaica,sugarbeet,
Jamaica,rye,
Jamaica,rapeseed,
Jamaica,cotton,
Japan,rice,0.98
Japan,sugarbeet,0.87
Japan,potato,0.86
Japan,sugarcane,0.63
Japan,groundnut,0.6
Japan,rapeseed,0.58
Japan,soybean,0.57
Japan,millet,0.55
Japan,wheat,0.53
Japan,barley,0.46
Japan,maize,0.29
Japan,sunflower,
Japan,oilpalm,
Japan,cotton,
Japan,rye,
Japan,cassava,
Japan,sorghum,
Jordan,sorghum,1.0
Jordan,maize,1.0
Jordan,potato,0.87
Jordan,millet,0.83
Jordan,barley,0.33
Jordan,wheat,0.3
Jordan,groundnut,
Jordan,cotton,
Jordan,rice,
Jordan,cassava,
Jordan,sugarbeet,
Jordan,soybean,
Jordan,oilpalm,
Jordan,rye,
Jordan,rapeseed,
Jordan,sugarcane,
Jordan,sunflower,
Kazakhstan,soybean,0.89
Kazakhstan,cotton,0.65
Kazakhstan,maize,0.48
Kazakhstan,rapeseed,0.46
Kazakhstan,millet,0.44
Kazakhstan,rice,0.43
Kazakhstan,wheat,0.41
Kazakhstan,potato,0.39
Kazakhstan,sugarbeet,0.36
Kazakhstan,barley,0.35
Kazakhstan,rye,0.35
Kazakhstan,sunflower,0.35
Kazakhstan,groundnut,0.33
Kazakhstan,sorghum,0.13
Kazakhstan,sugarcane,
Kazakhstan,cassava,
Kazakhstan,oilpalm,
Kenya,barley,0.98
Kenya,sugarcane,0.85
Kenya,groundnut,0.76
Kenya,cassava,0.7
Kenya,sunflower,0.69
Kenya,potato,0.65
Kenya,rice,0.55
Kenya,millet,0.52
Kenya,wheat,0.49
Kenya,maize,0.39
Kenya,sorghum,0.24
Kenya,cotton,0.2
Kenya,sugarbeet,
Kenya,oilpalm,
Kenya,soybean,
Kenya,rapeseed,
Kenya,rye,
Kuwait,barley,
Kuwait,wheat,
Kuwait,sorghum,
Kuwait,soybean,
Kuwait,maize,
Kuwait,cassava,
Kuwait,sugarcane,
Kuwait,rye,
Kuwait,sunflower,
Kuwait,sugarbeet,
Kuwait,cotton,
Kuwait,rice,
Kuwait,rapeseed,
Kuwait,millet,
Kuwait,potato,
Kuwait,oilpalm,
Kuwait,groundnut,
Kyrgyzstan,cotton,0.98
Kyrgyzstan,millet,0.94
Kyrgyzstan,rye,0.88
Kyrgyzstan,wheat,0.63
Kyrgyzstan,maize,0.61
Kyrgyzstan,sunflower,0.6
Kyrgyzstan,barley,0.59
Kyrgyzstan,rapeseed,0.5
Kyrgyzstan,soybean,0.48
Kyrgyzstan,sugarbeet,0.48
Kyrgyzstan,potato,0.44
Kyrgyzstan,groundnut,0.37
Kyrgyzstan,rice,0.36
Kyrgyzstan,sorghum,0.33
Kyrgyzstan,cassava,
Kyrgyzstan,sugarcane,
Kyrgyzstan,oilpalm,
Latvia,potato,0.83
Latvia,rye,0.79
Latvia,rapeseed,0.73
Latvia,wheat,0.58
Latvia,barley,0.56
Latvia,soybean,
Latvia,rice,
Latvia,oilpalm,
Latvia,sugarbeet,
Latvia,cassava,
Latvia,cotton,
Latvia,maize,
Latvia,sorghum,
Latvia,sunflower,
Latvia,millet,
Latvia,sugarcane,
Latvia,groundnut,
Lebanon,groundnut,0.88
Lebanon,potato,0.8
Lebanon,barley,0.73
Lebanon,wheat,0.67
Lebanon,sugarbeet,0.48
Lebanon,maize,0.39
Lebanon,sorghum,0.38
Lebanon,sugarcane,0.24
Lebanon,rapeseed,
Lebanon,soybean,
Lebanon,cassava,
Lebanon,sunflower,
Lebanon,cotton,
Lebanon,millet,
Lebanon,rye,
Lebanon,oilpalm,
Lebanon,rice,
Libya,millet,0.66
Libya,potato,0.58
Libya,groundnut,0.4
Libya,maize,0.25
Libya,barley,0.22
Libya,wheat,0.19
Libya,rice,
Libya,sorghum,
Libya,rapeseed,
Libya,sugarcane,
Libya,soybean,
Libya,cotton,
Libya,cassava,
Libya,sugarbeet,
Libya,oilpalm,
Libya,sunflower,
Libya,rye,
Lithuania,sugarbeet,0.95
Lithuania,rapeseed,0.67
Lithuania,wheat,0.66
Lithuania,barley,0.6
Lithuania,potato,0.59
Lithuania,rye,0.52
Lithuania,maize,
Lithuania,cassava,
Lithuania,soybean,
Lithuania,oilpalm,
Lithuania,sugarcane,
Lithuania,rice,
Lithuania,millet,
Lithuania,cotton,
Lithuania,groundnut,
Lithuania,sunflower,
Lithuania,sorghum,
Luxembourg,rapeseed,0.96
Luxembourg,rye,0.88
Luxembourg,barley,0.79
Luxembourg,maize,0.75
Luxembourg,wheat,0.7
Luxembourg,potato,0.64
Luxembourg,groundnut,
Luxembourg,millet,
Luxembourg,sunflower,
Luxembourg,rice,
Luxembourg,cassava,
Luxembourg,sugarbeet,
Luxembourg,sugarcane,
Luxembourg,cotton,
Luxembourg,sorghum,
Luxembourg,oilpalm,
Luxembourg,soybean,
Madagascar,rice,0.64
Madagascar,oilpalm,0.63
Madagascar,wheat,0.56
Madagascar,cassava,0.44
Madagascar,cotton,0.37
Madagascar,sugarcane,0.35
Madagascar,maize,0.33
Madagascar,groundnut,0.29
Madagascar,potato,0.25
Madagascar,soybean,0.22
Madagascar,sorghum,0.18
Madagascar,rapeseed,
Madagascar,rye,
Madagascar,sugarbeet,
Madagascar,sunflower,
Madagascar,barley,
Madagascar,millet,
Malawi,sugarcane,1.0
Malawi,cassava,1.0
Malawi,potato,0.71
Malawi,sunflower,0.54
Malawi,groundnut,0.39
Malawi,millet,0.36
Malawi,maize,0.36
Malawi,soybean,0.32
Malawi,wheat,0.32
Malawi,rice,0.27
Malawi,cotton,0.25
Malawi,sorghum,0.2
Malawi,rapeseed,
Malawi,barley,
Malawi,oilpalm,
Malawi,rye,
Malawi,sugarbeet,
Malaysia,maize,1.0
Malaysia,groundnut,1.0
Malaysia,oilpalm,0.91
Malaysia,cassava,0.85
Malaysia,rice,0.74
Malaysia,sugarcane,0.36
Malaysia,sorghum,
Malaysia,cotton,
Malaysia,soybean,
Malaysia,potato,
Malaysia,rye,
Malaysia,sunflower,
Malaysia,sugarbeet,
Malaysia,barley,
Malaysia,wheat,
Malaysia,millet,
Malaysia,rapeseed,
Maldives,potato,
Maldives,oilpalm,
Maldives,rice,
Maldives,cotton,
Maldives,soybean,
Maldives,millet,
Maldives,maize,
Maldives,rye,
Maldives,barley,
Maldives,sugarcane,
Maldives,sugarbeet,
Maldives,sunflower,
Maldives,rapeseed,
Maldives,groundnut,
Maldives,sorghum,
Maldives,wheat,
Maldives,cassava,
Mali,potato,0.94
Mali,cotton,0.87
Mali,millet,0.82
Mali,sorghum,0.76
Mali,maize,0.75
Mali,groundnut,0.69
Mali,sugarcane,0.65
Mali,rice,0.58
Mali,cassava,0.51
Mali,soybean,0.3
Mali,rapeseed,
Mali,sugarbeet,
Mali,rye,
Mali,wheat,
Mali,barley,
Mali,sunflower,
Mali,oilpalm,
Malta,cotton,
Malta,rye,
Malta,sunflower,
Malta,rice,
Malta,potato,
Malta,sugarcane,
Malta,maize,
Malta,cassava,
Malta,rapeseed,
Malta,wheat,
Malta,barley,
Malta,millet,
Malta,oilpalm,
Malta,groundnut,
Malta,soybean,
Malta,sugarbeet,
Malta,sorghum,
Mauritius,millet,
Mauritius,rye,
Mauritius,rapeseed,
Mauritius,rice,
Mauritius,sugarcane,
Mauritius,barley,
Mauritius,oilpalm,
Mauritius,soybean,
Mauritius,potato,
Mauritius,cassava,
Mauritius,sugarbeet,
Mauritius,sunflower,
Mauritius,sorghum,
Mauritius,groundnut,
Mauritius,wheat,
Mauritius,maize,
Mauritius,cotton,
Mexico,potato,1.0
Mexico,cotton,1.0
Mexico,wheat,1.0
Mexico,sorghum,0.95
Mexico,rice,0.95
Mexico,sugarcane,0.78
Mexico,cassava,0.78
Mexico,soybean,0.76
Mexico,sunflower,0.76
Mexico,barley,0.7
Mexico,groundnut,0.69
Mexico,rapeseed,0.65
Mexico,oilpalm,0.64
Mexico,millet,0.61
Mexico,maize,0.55
Mexico,sugarbeet,0.31
Mexico,rye,
Moldova,sunflower,0.89
Moldova,soybean,0.55
Moldova,rye,0.54
Moldova,rapeseed,0.5
Moldova,sorghum,0.5
Moldova,millet,0.5
Moldova,sugarbeet,0.48
Moldova,barley,0.46
Moldova,wheat,0.42
Moldova,maize,0.36
Moldova,potato,0.33
Moldova,cassava,
Moldova,sugarcane,
Moldova,cotton,
Moldova,groundnut,
Moldova,rice,
Moldova,oilpalm,
Mongolia,rapeseed,0.87
Mongolia,wheat,0.55
Mongolia,barley,0.34
Mongolia,potato,0.29
Mongolia,cotton,
Mongolia,rice,
Mongolia,rye,
Mongolia,sugarcane,
Mongolia,sunflower,
Mongolia,cassava,
Mongolia,oilpalm,
Mongolia,sorghum,
Mongolia,soybean,
Mongolia,groundnut,
Mongolia,sugarbeet,
Mongolia,millet,
Mongolia,maize,
Morocco,millet,1.0
Morocco,potato,0.87
Morocco,sugarbeet,0.83
Morocco,rice,0.78
Morocco,sunflower,0.7
Morocco,rapeseed,0.63
Morocco,groundnut,0.54
Morocco,barley,0.49
Morocco,cotton,0.49
Morocco,sugarcane,0.48
Morocco,wheat,0.46
Morocco,soybean,0.38
Morocco,sorghum,0.2
Morocco,rye,0.15
Morocco,maize,0.12
Morocco,cassava,
Morocco,oilpalm,
Mozambique,sugarcane,0.73
Mozambique,potato,0.65
Mozambique,cassava,0.48
Mozambique,sunflower,0.41
Mozambique,wheat,0.29
Mozambique,cotton,0.28
Mozambique,millet,0.26
Mozambique,maize,0.24
Mozambique,sorghum,0.17
Mozambique,groundnut,0.14
Mozambique,rice,0.12
Mozambique,oilpalm,
Mozambique,sugarbeet,
Mozambique,barley,
Mozambique,soybean,
Mozambique,rapeseed,
Mozambique,rye,
Myanmar,cotton,0.98
Myanmar,maize,0.8
Myanmar,groundnut,0.78
Myanmar,rice,0.75
Myanmar,millet,0.72
Myanmar,potato,0.66
Myanmar,sugarcane,0.63
Myanmar,sunflower,0.59
Myanmar,cassava,0.56
Myanmar,soybean,0.46
Myanmar,wheat,0.41
Myanmar,sorghum,0.36
Myanmar,rye,
Myanmar,oilpalm,
Myanmar,barley,
Myanmar,rapeseed,
Myanmar,sugarbeet,
Namibia,wheat,1.0
Namibia,sunflower,0.62
Namibia,maize,0.5
Namibia,potato,0.37
Namibia,groundnut,0.11
Namibia,millet,0.09
Namibia,sorghum,0.07
Namibia,barley,
Namibia,rye,
Namibia,soybean,
Namibia,sugarcane,
Namibia,oilpalm,
Namibia,cassava,
Namibia,sugarbeet,
Namibia,rice,
Namibia,rapeseed,
Namibia,cotton,
Nepal,millet,0.74
Nepal,potato,0.58
Nepal,rice,0.53
Nepal,wheat,0.52
Nepal,sugarcane,0.49
Nepal,maize,0.46
Nepal,soybean,0.38
Nepal,cotton,0.29
Nepal,barley,0.21
Nepal,rye,
Nepal,rapeseed,
Nepal,sunflower,
Nepal,groundnut,
Nepal,sugarbeet,
Nepal,oilpalm,
Nepal,sorghum,
Nepal,cassava,
Netherlands,sugarbeet,1.0
Netherlands,maize,0.99
Netherlands,wheat,0.99
Netherlands,rapeseed,0.96
Netherlands,barley,0.96
Netherlands,potato,0.89
Netherlands,rye,0.63
Netherlands,soybean,
Netherlands,cassava,
Netherlands,sugarcane,
Netherlands,groundnut,
Netherlands,sunflower,
Netherlands,rice,
Netherlands,cotton,
Netherlands,sorghum,
Netherlands,millet,
Netherlands,oilpalm,
New Caledonia,sorghum,
New Caledonia,wheat,
New Caledonia,rapeseed,
New Caledonia,rice,
New Caledonia,cassava,
New Caledonia,sugarcane,
New Caledonia,groundnut,
New Caledonia,sunflower,
New Caledonia,maize,
New Caledonia,rye,
New Caledonia,cotton,
New Caledonia,barley,
New Caledonia,millet,
New Caledonia,sugarbeet,
New Caledonia,soybean,
New Caledonia,oilpalm,
New Caledonia,potato,
New Zealand,maize,1.0
New Zealand,potato,1.0
New Zealand,wheat,1.0
New Zealand,barley,0.98
New Zealand,rapeseed,0.68
New Zealand,cassava,
New Zealand,cotton,
New Zealand,rice,
New Zealand,soybean,
New Zealand,millet,
New Zealand,rye,
New Zealand,sunflower,
New Zealand,sugarbeet,
New Zealand,groundnut,
New Zealand,sorghum,
New Zealand,sugarcane,
New Zealand,oilpalm,
Nicaragua,groundnut,1.0
Nicaragua,oilpalm,0.99
Nicaragua,sugarcane,0.97
Nicaragua,rice,0.92
Nicaragua,cotton,0.88
Nicaragua,soybean,0.74
Nicaragua,potato,0.72
Nicaragua,sorghum,0.66
Nicaragua,cassava,0.49
Nicaragua,maize,0.31
Nicaragua,rapeseed,
Nicaragua,millet,
Nicaragua,rye,
Nicaragua,barley,
Nicaragua,wheat,
Nicaragua,sugarbeet,
Nicaragua,sunflower,
Niger,potato,0.91
Niger,millet,0.73
Niger,sugarcane,0.7
Niger,rice,0.67
Niger,cassava,0.6
Niger,wheat,0.52
Niger,sorghum,0.44
Niger,cotton,0.43
Niger,maize,0.43
Niger,groundnut,0.37
Niger,barley,
Niger,rapeseed,
Niger,sugarbeet,
Niger,soybean,
Niger,rye,
Niger,sunflower,
Niger,oilpalm,
Nigeria,sorghum,0.74
Nigeria,groundnut,0.74
Nigeria,cotton,0.7
Nigeria,millet,0.7
Nigeria,cassava,0.58
Nigeria,maize,0.51
Nigeria,rice,0.41
Nigeria,soybean,0.39
Nigeria,wheat,0.29
Nigeria,sugarcane,0.21
Nigeria,potato,0.16
Nigeria,oilpalm,0.14
Nigeria,sunflower,
Nigeria,barley,
Nigeria,sugarbeet,
Nigeria,rye,
Nigeria,rapeseed,
North Macedonia,rapeseed,0.88
North Macedonia,sunflower,0.82
North Macedonia,millet,0.72
North Macedonia,barley,0.66
North Macedonia,rice,0.63
North Macedonia,wheat,0.56
North Macedonia,rye,0.55
North Macedonia,sugarbeet,0.44
North Macedonia,maize,0.44
North Macedonia,potato,0.42
North Macedonia,sorghum,0.29
North Macedonia,sugarcane,
North Macedonia,oilpalm,
North Macedonia,cotton,
North Macedonia,soybean,
North Macedonia,groundnut,
North Macedonia,cassava,
Norway,rye,0.93
Norway,barley,0.84
Norway,rapeseed,0.78
Norway,potato,0.75
Norway,wheat,0.74
Norway,groundnut,
Norway,rice,
Norway,sugarbeet,
Norway,sunflower,
Norway,sugarcane,
Norway,oilpalm,
Norway,millet,
Norway,cassava,
Norway,cotton,
Norway,maize,
Norway,soybean,
Norway,sorghum,
Oman,sorghum,1.0
Oman,wheat,0.77
Oman,potato,0.69
Oman,barley,
Oman,maize,
Oman,cassava,
Oman,rye,
Oman,oilpalm,
Oman,groundnut,
Oman,rice,
Oman,rapeseed,
Oman,sugarbeet,
Oman,millet,
Oman,soybean,
Oman,sunflower,
Oman,cotton,
Oman,sugarcane,
Pakistan,cotton,0.99
Pakistan,maize,0.95
Pakistan,potato,0.89
Pakistan,sunflower,0.82
Pakistan,sugarcane,0.65
Pakistan,rice,0.64
Pakistan,rapeseed,0.63
Pakistan,wheat,0.57
Pakistan,sugarbeet,0.57
Pakistan,millet,0.56
Pakistan,groundnut,0.55
Pakistan,barley,0.31
Pakistan,sorghum,0.29
Pakistan,soybean,0.27
Pakistan,cassava,
Pakistan,rye,
Pakistan,oilpalm,
Panama,sorghum,1.0
Panama,potato,0.99
Panama,cassava,0.9
Panama,sugarcane,0.71
Panama,rice,0.61
Panama,maize,0.55
Panama,oilpalm,0.53
Panama,soybean,0.16
Panama,barley,
Panama,rapeseed,
Panama,wheat,
Panama,millet,
Panama,sugarbeet,
Panama,groundnut,
Panama,sunflower,
Panama,rye,
Panama,cotton,
Papua New Guinea,maize,1.0
Papua New Guinea,sorghum,1.0
Papua New Guinea,oilpalm,0.71
Papua New Guinea,cassava,0.57
Papua New Guinea,groundnut,0.52
Papua New Guinea,rice,0.39
Papua New Guinea,sugarcane,0.38
Papua New Guinea,potato,0.24
Papua New Guinea,barley,
Papua New Guinea,rapeseed,
Papua New Guinea,millet,
Papua New Guinea,rye,
Papua New Guinea,soybean,
Papua New Guinea,wheat,
Papua New Guinea,cotton,
Papua New Guinea,sugarbeet,
Papua New Guinea,sunflower,
Paraguay,rapeseed,1.0
Paraguay,sunflower,0.97
Paraguay,sorghum,0.89
Paraguay,soybean,0.86
Paraguay,rice,0.82
Paraguay,maize,0.8
Paraguay,cassava,0.76
Paraguay,sugarcane,0.59
Paraguay,potato,0.56
Paraguay,oilpalm,0.48
Paraguay,wheat,0.46
Paraguay,cotton,0.33
Paraguay,groundnut,0.33
Paraguay,barley,
Paraguay,millet,
Paraguay,rye,
Paraguay,sugarbeet,
Peru,sugarcane,1.0
Peru,rice,1.0
Peru,sorghum,0.88
Peru,cotton,0.76
Peru,oilpalm,0.76
Peru,cassava,0.72
Peru,soybean,0.65
Peru,groundnut,0.5
Peru,maize,0.42
Peru,potato,0.38
Peru,barley,0.28
Peru,wheat,0.26
Peru,rye,0.21
Peru,sunflower,
Peru,millet,
Peru,sugarbeet,
Peru,rapeseed,
Philippines,maize,0.81
Philippines,rice,0.74
Philippines,potato,0.66
Philippines,sugarcane,0.66
Philippines,groundnut,0.59
Philippines,cassava,0.58
Philippines,soybean,0.47
Philippines,oilpalm,0.47
Philippines,cotton,0.44
Philippines,rapeseed,
Philippines,millet,
Philippines,sunflower,
Philippines,rye,
Philippines,barley,
Philippines,sugarbeet,
Philippines,wheat,
Philippines,sorghum,
Poland,sugarbeet,0.99
Poland,potato,0.84
Poland,rapeseed,0.79
Poland,maize,0.69
Poland,sunflower,0.67
Poland,wheat,0.63
Poland,soybean,0.59
Poland,barley,0.57
Poland,rye,0.56
Poland,millet,
Poland,cotton,
Poland,oilpalm,
Poland,cassava,
Poland,rice,
Poland,groundnut,
Poland,sugarcane,
Poland,sorghum,
Portugal,maize,0.93
Portugal,sugarcane,0.78
Portugal,potato,0.64
Portugal,rice,0.63
Portugal,barley,0.62
Portugal,sugarbeet,0.61
Portugal,wheat,0.55
Portugal,sunflower,0.54
Portugal,rye,0.17
Portugal,oilpalm,
Portugal,cassava,
Portugal,sorghum,
Portugal,groundnut,
Portugal,millet,
Portugal,rapeseed,
Portugal,soybean,
Portugal,cotton,
Qatar,rapeseed,
Qatar,barley,
Qatar,rice,
Qatar,sugarcane,
Qatar,sorghum,
Qatar,oilpalm,
Qatar,soybean,
Qatar,rye,
Qatar,sugarbeet,
Qatar,cassava,
Qatar,groundnut,
Qatar,maize,
Qatar,millet,
Qatar,sunflower,
Qatar,potato,
Qatar,wheat,
Qatar,cotton,
Romania,sunflower,0.93
Romania,rapeseed,0.87
Romania,soybean,0.69
Romania,barley,0.67
Romania,wheat,0.65
Romania,sorghum,0.65
Romania,sugarbeet,0.6
Romania,rye,0.51
Romania,rice,0.51
Romania,maize,0.45
Romania,potato,0.42
Romania,cassava,
Romania,cotton,
Romania,groundnut,
Romania,millet,
Romania,sugarcane,
Romania,oilpalm,
Russia,sugarbeet,0.72
Russia,sunflower,0.71
Russia,wheat,0.63
Russia,millet,0.61
Russia,potato,0.58
Russia,barley,0.56
Russia,rice,0.56
Russia,rye,0.54
Russia,soybean,0.48
Russia,maize,0.47
Russia,rapeseed,0.46
Russia,sorghum,0.27
Russia,oilpalm,
Russia,cotton,
Russia,groundnut,
Russia,sugarcane,
Russia,cassava,
Rwanda,cassava,0.68
Rwanda,rice,0.59
Rwanda,potato,0.41
Rwanda,wheat,0.35
Rwanda,millet,0.29
Rwanda,maize,0.27
Rwanda,soybean,0.23
Rwanda,groundnut,0.23
Rwanda,sorghum,0.22
Rwanda,sugarcane,0.17
Rwanda,sugarbeet,
Rwanda,barley,
Rwanda,rye,
Rwanda,cotton,
Rwanda,rapeseed,
Rwanda,oilpalm,
Rwanda,sunflower,
Saint Kitts and Nevis,sugarbeet,
Saint Kitts and Nevis,cotton,
Saint Kitts and Nevis,millet,
Saint Kitts and Nevis,rye,
Saint Kitts and Nevis,wheat,
Saint Kitts and Nevis,sugarcane,
Saint Kitts and Nevis,rapeseed,
Saint Kitts and Nevis,rice,
Saint Kitts and Nevis,potato,
Saint Kitts and Nevis,maize,
Saint Kitts and Nevis,soybean,
Saint Kitts and Nevis,oilpalm,
Saint Kitts and Nevis,sunflower,
Saint Kitts and Nevis,groundnut,
Saint Kitts and Nevis,barley,
Saint Kitts and Nevis,cassava,
Saint Kitts and Nevis,sorghum,
Samoa,sunflower,
Samoa,rye,
Samoa,rice,
Samoa,millet,
Samoa,soybean,
Samoa,rapeseed,
Samoa,cotton,
Samoa,barley,
Samoa,sugarcane,
Samoa,cassava,
Samoa,maize,
Samoa,sorghum,
Samoa,oilpalm,
Samoa,groundnut,
Samoa,wheat,
Samoa,potato,
Samoa,sugarbeet,
Saudi Arabia,potato,1.0
Saudi Arabia,millet,1.0
Saudi Arabia,barley,1.0
Saudi Arabia,groundnut,1.0
Saudi Arabia,wheat,1.0
Saudi Arabia,sorghum,1.0
Saudi Arabia,maize,1.0
Saudi Arabia,sunflower,
Saudi Arabia,cotton,
Saudi Arabia,cassava,
Saudi Arabia,rapeseed,
Saudi Arabia,soybean,
Saudi Arabia,sugarcane,
Saudi Arabia,rye,
Saudi Arabia,sugarbeet,
Saudi Arabia,oilpalm,
Saudi Arabia,rice,
Senegal,sugarcane,1.0
Senegal,cotton,0.96
Senegal,potato,0.93
Senegal,rice,0.79
Senegal,oilpalm,0.69
Senegal,sorghum,0.66
Senegal,groundnut,0.65
Senegal,millet,0.62
Senegal,maize,0.51
Senegal,cassava,0.41
Senegal,rye,
Senegal,soybean,
Senegal,barley,
Senegal,rapeseed,
Senegal,wheat,
Senegal,sunflower,
Senegal,sugarbeet,
Seychelles,barley,
Seychelles,sugarbeet,
Seychelles,rapeseed,
Seychelles,wheat,
Seychelles,potato,
Seychelles,soybean,
Seychelles,sorghum,
Seychelles,sunflower,
Seychelles,maize,
Seychelles,oilpalm,
Seychelles,sugarcane,
Seychelles,groundnut,
Seychelles,millet,
Seychelles,rice,
Seychelles,cotton,
Seychelles,cassava,
Seychelles,rye,
Singapore,oilpalm,
Singapore,maize,
Singapore,millet,
Singapore,sugarbeet,
Singapore,sunflower,
Singapore,rye,
Singapore,rapeseed,
Singapore,barley,
Singapore,sugarcane,
Singapore,rice,
Singapore,soybean,
Singapore,groundnut,
Singapore,cassava,
Singapore,sorghum,
Singapore,potato,
Singapore,wheat,
Singapore,cotton,
Slovakia,sunflower,0.98
Slovakia,sugarbeet,0.85
Slovakia,rapeseed,0.78
Slovakia,maize,0.74
Slovakia,soybean,0.67
Slovakia,barley,0.66
Slovakia,rye,0.64
Slovakia,millet,0.61
Slovakia,wheat,0.58
Slovakia,sorghum,0.54
Slovakia,potato,0.45
Slovakia,rice,
Slovakia,oilpalm,
Slovakia,sugarcane,
Slovakia,cassava,
Slovakia,cotton,
Slovakia,groundnut,
Slovenia,soybean,0.86
Slovenia,sunflower,0.84
Slovenia,maize,0.84
Slovenia,rapeseed,0.83
Slovenia,barley,0.66
Slovenia,wheat,0.61
Slovenia,potato,0.59
Slovenia,rye,0.57
Slovenia,cotton,
Slovenia,cassava,
Slovenia,groundnut,
Slovenia,sorghum,
Slovenia,sugarcane,
Slovenia,millet,
Slovenia,rice,
Slovenia,sugarbeet,
Slovenia,oilpalm,
South Africa,potato,1.0
South Africa,barley,0.98
South Africa,wheat,0.84
South Africa,cotton,0.76
South Africa,sunflower,0.7
South Africa,sugarcane,0.66
South Africa,soybean,0.63
South Africa,maize,0.62
South Africa,sorghum,0.61
South Africa,rice,0.29
South Africa,groundnut,0.28
South Africa,millet,0.25
South Africa,rye,0.2
South Africa,oilpalm,
South Africa,sugarbeet,
South Africa,rapeseed,
South Africa,cassava,
South Korea,rice,0.95
South Korea,potato,0.86
South Korea,groundnut,0.66
South Korea,soybean,0.62
South Korea,wheat,0.58
South Korea,maize,0.56
South Korea,rapeseed,0.5
South Korea,barley,0.45
South Korea,sorghum,0.27
South Korea,sunflower,
South Korea,sugarcane,
South Korea,millet,
South Korea,sugarbeet,
South Korea,cotton,
South Korea,oilpalm,
South Korea,rye,
South Korea,cassava,
Spain,maize,1.0
Spain,sugarbeet,1.0
Spain,potato,0.96
Spain,sorghum,0.96
Spain,soybean,0.95
Spain,millet,0.92
Spain,rapeseed,0.9
Spain,barley,0.83
Spain,rice,0.82
Spain,wheat,0.67
Spain,groundnut,0.64
Spain,sunflower,0.61
Spain,cotton,0.58
Spain,rye,0.56
Spain,sugarcane,0.43
Spain,oilpalm,
Spain,cassava,
Sri Lanka,millet,0.89
Sri Lanka,maize,0.87
Sri Lanka,groundnut,0.8
Sri Lanka,rice,0.75
Sri Lanka,sorghum,0.72
Sri Lanka,cassava,0.67
Sri Lanka,potato,0.67
Sri Lanka,soybean,0.62
Sri Lanka,sugarcane,0.52
Sri Lanka,cotton,
Sri Lanka,rapeseed,
Sri Lanka,barley,
Sri Lanka,oilpalm,
Sri Lanka,rye,
Sri Lanka,sugarbeet,
Sri Lanka,sunflower,
Sri Lanka,wheat,
Sudan,cotton,0.95
Sudan,sugarcane,0.89
Sudan,potato,0.66
Sudan,sunflower,0.62
Sudan,rice,0.6
Sudan,sorghum,0.56
Sudan,wheat,0.56
Sudan,groundnut,0.54
Sudan,maize,0.46
Sudan,millet,0.37
Sudan,rye,
Sudan,cassava,
Sudan,sugarbeet,
Sudan,barley,
Sudan,soybean,
Sudan,rapeseed,
Sudan,oilpalm,
Suriname,cassava,1.0
Suriname,rice,0.87
Suriname,groundnut,0.72
Suriname,maize,0.68
Suriname,sugarcane,0.44
Suriname,oilpalm,0.11
Suriname,potato,
Suriname,sunflower,
Suriname,rapeseed,
Suriname,sorghum,
Suriname,wheat,
Suriname,millet,
Suriname,sugarbeet,
Suriname,cotton,
Suriname,barley,
Suriname,soybean,
Suriname,rye,
Sweden,potato,1.0
Sweden,sugarbeet,1.0
Sweden,rye,1.0
Sweden,wheat,0.98
Sweden,barley,0.96
Sweden,rapeseed,0.88
Sweden,millet,
Sweden,sugarcane,
Sweden,cassava,
Sweden,sunflower,
Sweden,maize,
Sweden,cotton,
Sweden,rice,
Sweden,sorghum,
Sweden,soybean,
Sweden,groundnut,
Sweden,oilpalm,
Switzerland,maize,0.99
Switzerland,sugarbeet,0.99
Switzerland,rapeseed,0.97
Switzerland,sunflower,0.96
Switzerland,soybean,0.95
Switzerland,barley,0.95
Switzerland,rye,0.93
Switzerland,potato,0.86
Switzerland,wheat,0.72
Switzerland,groundnut,
Switzerland,millet,
Switzerland,cotton,
Switzerland,sugarcane,
Switzerland,sorghum,
Switzerland,cassava,
Switzerland,oilpalm,
Switzerland,rice,
Syria,soybean,0.81
Syria,sunflower,0.8
Syria,millet,0.75
Syria,sugarcane,0.68
Syria,sugarbeet,0.65
Syria,potato,0.61
Syria,groundnut,0.6
Syria,cotton,0.6
Syria,wheat,0.51
Syria,maize,0.5
Syria,sorghum,0.37
Syria,barley,0.24
Syria,rice,
Syria,rapeseed,
Syria,rye,
Syria,oilpalm,
Syria,cassava,
Tajikistan,maize,0.99
Tajikistan,sunflower,0.88
Tajikistan,rice,0.68
